twit,HS,Abusive,HSIndividual,HSGroup,HSReligion,HSRace,HSPhysical,HSGender,HSOther,HSWeak,HSModerate,HSStrong
pengguna pengguna pengguna Provokasi mayat, politisasi agama penyebab kekalahan pilihan kepala daerah daerah khusus ibukota, beginilah cara cebong mendeskripsikan kekalahan junjungannya. for your information ahok belum pernah ikut pemilihan apapun kecamatan jadi wakil dan dia bukanlah etnis mayoritas	1	1	1	0	0	1	0	0	0	1	0	0
pengguna dari pada gue nete	0	1	0	0	0	0	0	0	0	0	0	0
pengguna wkwk bani lowo	1	1	0	1	0	0	0	0	1	0	1	0
Takabur bisa lahir dari siapa saja. Penguasa, rakyat, ulama maupun cendikia. Bahkan iblis makhluk yang alim amp telah beribadah beratus ratus tahun dilaknat karena hasud takaburnya. Apalagi hanya seorang ahli ilmu filsafat yang tidak failosof  Mari kita demo diri sendi	0	0	0	0	0	0	0	0	0	0	0	0
A orang yang suka ke konserkonser, sedikit boros.	0	0	0	0	0	0	0	0	0	0	0	0
 SAMPAI KAPAN MAKAN RACUN    Banyak ulama yang mengatakan hukum rokok mubah dan ada juga	0	0	0	0	0	0	0	0	0	0	0	0
Susilo Bambang Yudhoyono Presiden RI ke 6 meminta Khofifah Emil untuk dekat dengan masyarakat . No 1 Bisa  bagus #khofifah emil nomor satu	0	0	0	0	0	0	0	0	0	0	0	0
pengguna sudah biasa kali. Gue penggemar korea pop tapi kalau mengomong sama teman teman gue, idol gue banci homo	1	1	1	0	0	0	0	1	0	1	0	0
Saya suka video pengguna uniform resource locator Awal Kisah Perseteruan Haji Bolot amp Malih Tongtong	0	0	0	0	0	0	0	0	0	0	0	0
Budaya kafir bersungguh, kalau hal hal islam tidak diindahkan...	0	0	0	0	0	0	0	0	0	0	0	0
pengguna pengguna pengguna pengguna  lah lah lah...hem hem  Semua diam ,semua bisu Kita coba tanya sama rumput yang bergoyang  	0	0	0	0	0	0	0	0	0	0	0	0
Apabila setan membisikkan waswas kepadamu, mintalah perlindungan kepada Allah. QS. alAraf 200 dan fussilat 36.	0	0	0	0	0	0	0	0	0	0	0	0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna kalau kamu ateis..apa sibuk dengan agama orang...	0	0	0	0	0	0	0	0	0	0	0	0
Lengserkan Jokowi Bangsat	1	1	1	0	0	0	0	0	1	0	0	1
pengguna Selamat hari kartini   #2019 ganti presiden #2019 presiden baru	0	0	0	0	0	0	0	0	0	0	0	0
RT pengguna Bajingan Homoi hati terhadap anak anak kita terutama di kamar mandi laki laki, jangan biarkan sendiri uniform resource locator	1	1	1	0	0	0	0	1	0	1	0	0
pengguna Iya cocot	1	1	1	0	0	0	0	0	1	1	0	0
pengguna karena budaya indonesia.	0	0	0	0	0	0	0	0	0	0	0	0
pengguna Yang mengajarkan salata saja itu orang asing dia hanya ingin memecah belah islam	0	0	0	0	0	0	0	0	0	0	0	0
pengguna x  kamu berbicara saja tidak benar bangkai	1	1	1	0	0	0	0	0	1	1	0	0
pengguna pengguna Kita semua tidak pernah akan memercayai yang negara Kita di suatu hari nanti akan dijajah oleh ke ranah terdapat kasus kasus pembubaran sistem sistem beraja di negara Kita kini untuk menjadikan sebagai negara republik komunis padahal negara negara penjaja	0	0	0	0	0	0	0	0	0	0	0	0
tapi masih menikmati kebijakan yang dulu diusulkan partai komunis indonesia.. lah iya apa...	1	0	0	1	0	1	0	0	0	0	1	0
kalau seumpama orang cina di usir paksa dari indonesia bagaimana	1	0	0	1	0	1	0	0	0	0	1	0
pengguna bunda ngentot yuk	0	1	0	0	0	0	0	0	0	0	0	0
RT pengguna cina babi... cina maling... #usir cina hypertext transfer protocol over secure socket layert.co9y4HIWHJp2	1	1	0	1	0	1	0	0	0	0	0	1
Bung Karno anti asing dan beliau dari Jawa, coba deh adakan konsensus lebih banyak mana Jawa yang anti asing atau pro asing karena keboohannya.  au kami keliru kami tutup akun	0	0	0	0	0	0	0	0	0	0	0	0
PROYEK KORUPSI REZIM susilo bambang yudhoyono uniform resource locator	1	0	1	0	0	0	0	0	1	1	0	0
pengguna Wajar saja, lihat saja tingkah beberapa petinggi negeri ini yang suka mencampur bahas indonesia dengan bahas asing setiap kali bicara	0	0	0	0	0	0	0	0	0	0	0	0
AB pribadi yang senang berkompetisi dalam hal yang baik dan positif	0	0	0	0	0	0	0	0	0	0	0	0
pengguna pengguna Terus menurut kamu kitab suci agAma apa yang di bilang om pengguna   #mendadak kalap	1	0	1	0	0	0	0	0	1	1	0	0
pengguna Suka menutup mata. tidak ditutup pun sudah terlihat tertutup gara gara sipit 	0	0	0	0	0	0	0	0	0	0	0	0
pengguna saya sebagai muslim tidak merasa pak pengguna menistakan kitab suci alquranan, karena dalam alquranan sendiri ada beberapa suku kata yang sampai detik ini belum diketahui makna faktualnya oleh umat islam, tetapi kami yaitu kata tersebut ada makna yang tersirat fiksi yang belum	0	0	0	0	0	0	0	0	0	0	0	0
pengguna eh kasar kamu kampang	1	1	1	0	0	0	0	0	1	1	0	0
BENTAR LAGI gue RILIS ALBUM THE ONTAsi wkwk	0	0	0	0	0	0	0	0	0	0	0	0
pengguna Ada cebong bang dia merasa paling benar	1	1	1	0	0	0	0	0	1	1	0	0
Najis banget gue mentwit apa barusan he	0	1	0	0	0	0	0	0	0	0	0	0
Kamu transgender atau bagaimana anjing  uniform resource locator	1	1	1	0	0	0	0	1	0	1	0	0
pengguna awas bintitan kamu mengintip titit kucing	0	1	0	0	0	0	0	0	0	0	0	0
pengguna pengguna Bawel, bawa perasaan, bolot, baik, bodor , enggak jelas wkwk apa ya sudah itu saja deh	0	1	0	0	0	0	0	0	0	0	0	0
pengguna pengguna pengguna pengguna Gue menyarankan tidak perlu banyak bacot maling ayat, langsung to the point saja kamu jadi orang... yang tidak sepaham kamu teriaki saja kafir sesat, liberal, pemuja dukun, bla blaaa.. pasti hatimu puas deh ..	1	1	1	0	1	0	0	0	0	1	0	0
jangan salah target bukan ahok... agenda utama lengserkan Jokowi ..	1	0	1	0	0	0	0	0	1	0	0	1
pengguna pengguna masa baru kena tagar saja sudah kepanasan  ingin tahu banget   #2019 ganti presiden	1	0	1	0	0	0	0	0	1	1	0	0
Maju kamu sini duit tapi kamu goyang kaki tak buat pape , mana lah duit nak maju kat kamu bodoh uniform resource locator	0	1	0	0	0	0	0	0	0	0	0	0
pengguna huria kristen batak protestan berdiri itu sejak pecahnya kristen katolik pada zaman penjajahan belanda,dulu tidak ada yang namanya kristen protestan yang ada cuma kristen katolik.jadilah perpecahan dan berdirilah huria kristen batak protestan yang pertama kali di tarutung.  sekarang anda saya k	0	0	0	0	0	0	0	0	0	0	0	0
apa .. apa .. Banyak baca biar pintar ... JEPANG, AMERIKA, cina... Utang sama siapa ... Anda tau tidak ..	0	0	0	0	0	0	0	0	0	0	0	0
Prabowo Sudah Kalah Menyebut Bantuan Jokowi Hanya Pencitraan Adalah Ratapan Pilu	1	0	1	0	0	0	0	0	1	1	0	0
pengguna pengguna dan yang takut dengan azan adalah IBLIS	0	0	0	0	0	0	0	0	0	0	0	0
pengguna pengguna yang goblok itu adalah bani cebong tukang tipu penjilat penguasa yang ketahuan gerakan masa yang dibayar pakai nasi bungkus. Propaganda nasi bungkus memang selalu gagal.	1	1	0	1	0	0	0	0	1	0	1	0
pengguna pengguna pengguna pengguna wah... cebong sewot... 	1	1	1	0	0	0	0	0	1	1	0	0
2. Gerakan ini menekankan pentingnya kerja keras secara total untuk tingkatkan potensi bangsa	0	0	0	0	0	0	0	0	0	0	0	0
Padahal gubernur saat ini Djarot. Mayoritas partai politik di dewan perwakilan rakyat daerah juga pendukung Ahok Djarot. Payah ya mereka pengguna uniform resource locator	1	0	1	0	0	0	0	0	1	1	0	0
pengguna rezim rusak bukan memperbaiki sistemnya malah sibuk cari cari kesalahan kalau itu pasti ketemu saja, komisi pemberantasan korupsi alatnya, besok pemerintah berganti berulang kembali engah pernah selesai siapapun organisasi, orangnya	0	0	0	0	0	0	0	0	0	0	0	0
Saat orang orang saling menuding antek asing, asing sesungguhnya bertepuk tangan.	0	0	0	0	0	0	0	0	0	0	0	0
pengguna Nah lah katanya anti asing	0	0	0	0	0	0	0	0	0	0	0	0
Selamat Pak pengguna Semoga Bisa Terus Berkiprah, Bahkan Tingkat Nasional.	0	0	0	0	0	0	0	0	0	0	0	0
#asyik menang saya sih ikut ulama saja	0	0	0	0	0	0	0	0	0	0	0	0
pengguna Yang saya ketahui bahwa diketapang banyak tenaga kerja asing asing yang bekerja di berbagai perusahaan. Termasuk pt who tambang bauksit yang viral saat pemilihan presiden dulu.   bisa jadi ini karena kerja sama tersebut terjadi di era gubernur cornelis dan wakilnya tidak	0	0	0	0	0	0	0	0	0	0	0	0
pengguna Anak pecun... tidak jauh jauh dari hobi zina.. haha	1	1	1	0	0	0	0	1	0	1	0	0
pengguna aku BOM surat berharga syariah negara	0	0	0	0	0	0	0	0	0	0	0	0
pengguna Istirahat saja pak presiden momentum sudah berlalu, saya pernah jadi saksi telinga dan mata awal rapat pembentukan pada di Pacitan tahun 2003	0	0	0	0	0	0	0	0	0	0	0	0
Pada 1979, House Select Committee on assassination HSCA menemukan cacat investigasi yang dilakukan FBI dan Warren Commission. HSCA juga menyimpulkan ada empat tembakan yang dilakukan dan kemungkinan terdapat konspirasi di dalamnya.	0	0	0	0	0	0	0	0	0	0	0	0
pengguna Tak terasa genap 1 tahun mendatang 17 April 2018 akan digelar Hajatan pemilihan presiden, acara tahunan Negara Indonesia untuk memilih Presiden. Semoga senantiasa berjalan aman dan lancar. Amin.	0	0	0	0	0	0	0	0	0	0	0	0
pengguna Ian pantat	0	1	0	0	0	0	0	0	0	0	0	0
pengguna pengguna mengakuinya orang pintar dan beragama, memangnya agama mana yang memperbolehkan menista dan menghujat orang lain. jangankan orang bodoh, orang yang  maaf sejak lahir idiot sekalipun dia, kita harus hargai sebagai sesama ciptaan Tuhan. Ingat  iblis itu juga pintar dan sangat licik	0	1	0	0	0	0	0	0	0	0	0	0
Pendaftaran calon presiden untuk #pemilihan presiden 2019 saja belum dibuka sampai Agustus 2018...yang normatif begini politikus partai demokrasi indonesia perjuangan masih belum paham #2019 ganti presiden 	1	0	0	1	0	0	0	0	1	0	1	0
sih tolol sudah tau pemerintah rezim komunis ini bobrok koruptor bisa pimpinan sidang dewan perwakilan rakyat paya cebong uniform resource locator	1	1	1	0	0	1	0	0	0	1	0	0
dari dulu kenapa bapak gue kalau ke mantan mantan gue selalu merasa sedih sampai kepikiran dan tidak bisa tidur lo dan gue merasa jadi anak yang berengsek saja begitu ke laki laki 	0	1	0	0	0	0	0	0	0	0	0	0
Cina perusak bangsa Usir  setuju	1	0	0	1	0	1	0	0	0	0	0	1
#2019 ganti presiden secara konstitusional hak setiap rakyat woiii . begini nih kalau plonga plongo tapi kelakuan otoriter.	1	1	1	0	0	0	0	0	1	1	0	0
Mari kita wujudkan pilihan kepala daerah Kota Bengkulu 2018 aman dan damai. . . cokiadem86 98heru	0	0	0	0	0	0	0	0	0	0	0	0
Mau tanya serius ini sama presiden jokowi kenapa yang ada cuma islam nusantara,kenapa tidak ada kristen nusantara,buddha,hindu bahkan kong hucu nusantara	0	0	0	0	0	0	0	0	0	0	0	0
kebersamaan Pernyataan Moeldoko Bukti Istana Takut dengan Kebangkitan Umat Islam	0	0	0	0	0	0	0	0	0	0	0	0
cowok yang jago drasex mana sini ngentot sama adik  luvian	0	1	0	0	0	0	0	0	0	0	0	0
pengguna kroasia itu kafir tau,apa belajar sama kafir...sudah lupa sama kapling sorga	1	1	0	1	1	0	0	0	0	0	1	0
pengguna pengguna lah bukan nya menteri soeharto ada yang homo	1	1	1	0	0	0	0	1	0	1	0	0
Gue tau lah bukan yang dulu yang masih culun dan takut semua orang pasti akan berubah perlahan lahan entah itu baik  buruk 	0	0	0	0	0	0	0	0	0	0	0	0
Pada perang salib dulu itu kerajaan di Afrika terbagi dua yakni Babilonia pemeluk kristen dan Tobaco pemeluk islam	0	0	0	0	0	0	0	0	0	0	0	0
Kejar setoran memang cukup bangsat, mana rupiah turun 	1	1	1	0	0	0	0	0	1	1	0	0
semoga ini ada tindak lanjutnya  Pelaporan terhadap penista agama adek Armando akan dilakukan langsung oleh Ketua Umum front pembela islam KH. Shobri Lubis ke badan reserse kriminal markas besar kepolisian republik indonesia, Gambir, Jakarta Pusat pada Selasa 104 pukul 13.00 waktu indonesia bagian barat. #Perhaps pengguna	1	0	1	0	1	0	0	0	0	1	0	0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna bangkai.. hajar	1	1	1	0	0	0	0	0	1	0	0	1
pengguna pengguna pengguna .a mati kalau kebanyakan Minum	1	0	0	1	0	0	0	0	1	0	1	0
uniform resource locator Ahok tng mereka terus waswas hidupnya pengguna pengguna pengguna pengguna pengguna pengguna pengguna	1	0	1	0	0	0	0	0	1	1	0	0
Itu baru di Sul Teng..  Ini ekses akibat tersandera hutang cina  #2019 ganti presiden #2019 presiden baru  #2019 tetap jokowi ganti	1	0	1	0	0	0	0	0	1	1	0	0
6. Pride Yunani hyperphania keangkuhanharga dirikesombonganenal juga dengan sebutan hubrisvanity. harga diri yang tinggi dapat mengubah manusia sombong, kesombongan membuat manusia terkutuk dimata tuhan.dan dapat membuat manusia mencintai dirinya sendiri	0	0	0	0	0	0	0	0	0	0	0	0
Aku bertanya tujuan pada hatiikaku yang menjawab i hati tak tenang bertanya pada logika iku sedih ku cari jawaban dalam wasiat yang Beliau tinggalkan.   aku mulai menjadi terasing dan asing di mata manusia.  apa duhai diri, ada	0	0	0	0	0	0	0	0	0	0	0	0
pengguna Tak hanya kurang bertaji nya komisi pemberantasan korupsi era ini...tapi era ini juga komitmen dalam pemberantasan korupsi tidak surat pemberitahuan tahunan di era Pak susilo bambang yudhoyono....	1	0	0	1	0	0	0	0	1	0	1	0
RT pengguna Admin tolol di partai tololtai Tolol untuk orang Tolol	1	1	0	1	0	0	0	0	1	0	1	0
RT pengguna Ayu Ting Ting Goyang Hot Dekat Raffi Ahmad, Nagita Slavina Kampungan, Norak uniform resource locator	0	1	0	0	0	0	0	0	0	0	0	0
Video tentang tenaga kerja asing dibuat oleh Malaysia tapi mengutip pernyataan saya di pengguna	0	0	0	0	0	0	0	0	0	0	0	0
PPP Jangan Buruburu Tolak Wacana pilihan kepala daerah Lewat dewan perwakilan rakyat daerah	0	0	0	0	0	0	0	0	0	0	0	0
Random pagi pagi ada bapak bapak menyamper ke meja kerja terus bertanya pakai bedak apa sih biar mukanya bersih, istri saya butek soalnyain ku jawab pakai air wudhu tapi ku Kristen.	0	0	0	0	0	0	0	0	0	0	0	0
pengguna pengguna kok gue KAMPRET	0	1	0	0	0	0	0	0	0	0	0	0
Memek lonte ingin disodok kontol gede	0	1	0	0	0	0	0	0	0	0	0	0
Jokowi saja yang mundur. pengguna tutup. uniform resource locator	1	0	1	0	0	0	0	0	1	1	0	0
pengguna berbicara apa itu.mulut kok seperti banci...beli kaca dulu lihat dirimu,. bro	1	1	1	0	0	0	0	1	0	1	0	0
pengguna Ada amin racist.a amat dania ratna sih paiiit.a sih onta.a sih lobang anus.i jangan takut oi oi..abisan obat penenang ya.	1	1	1	0	0	0	0	0	1	1	0	0
pengguna Tunggu komando IMAM BEJAT CABUL pengguna . tai bir  apa kenapa bawa ULAMA...ar Banj SEMPAK	1	1	1	0	0	0	0	1	0	1	0	0
Kabinet berantakan ecah belah persatuan hanya ada di rezim ini	1	0	0	1	0	0	0	0	1	0	1	0
ih mengakui lebih pintar dari orang politik, mengaca DULU oi tampang kamu saja kk orang BEGO pengguna wkwk	1	1	1	0	0	0	1	0	0	1	0	0
#partai demokrasi indonesia perjuangan menang Dengan menekan perusahaan tambang dengan target proyek yang impossible, lalu dilelang murah pada antek Cina. NTB contoh kasus. partai demokrasi indonesia perjuangan mau menang Dasar bajingan	1	1	0	1	0	0	0	0	1	0	1	0
pengguna pengguna tidak percaya sama mulut buaya mu bawang	1	1	1	0	0	0	0	0	1	1	0	0
2019, jika susilo bambang yudhoyono  PRABOWO menyatu melawan MEGA  JOKOWI , maka peristiwa 2004 akan terulang dimana partai demokrasi indonesia perjuangan yang Incumbent dikalahkan mutlak oleh susilo bambang yudhoyono.   tetapi jika jokowiMEGAsusilo bambang yudhoyono melawan PRABOWO, mk pemilihan presiden selesai sudah.   jika 3 Poros di pemilihan presiden, mk salah satu Lawan	0	0	0	0	0	0	0	0	0	0	0	0
RT pengguna pengguna Jangan kayak BANCI KALENG kamu GATOT sering buat Gaduh gentleman lah MUNDUR siap bersaing di pemilihan presiden 2019 melawan Jokowi	1	1	1	0	0	0	0	1	0	1	0	0
bebal...	0	0	0	0	0	0	0	0	0	0	0	0
5. Yang terakhir karena Indonesia negara dengan populasi muslim terbesar di dunia, yang mana Islam saat ini merupakan musuh barat amp Komunis karena dapat menghambat agenda dan kepentingan mereka.Obviously	0	0	0	0	0	0	0	0	0	0	0	0
pengguna pengguna umuh begitu persibsib kunyuk 	1	1	0	1	0	0	0	0	1	0	1	0
pengguna pengguna Buat film muslim pilih ahok mati enggak di disalatkan...... dijamin laris ......	1	0	1	0	0	0	0	0	1	1	0	0
tapi banu banu Yahudi itu tentu beda dengan banu banu Kristen suriah. salah satu perbedaan ada banu Yahudi tetap pakai eloah elohim yahwe sedangkan suriah sudah pakai alah allah	0	0	0	0	0	0	0	0	0	0	0	0
pengguna Eh kenapa muka merah merah itu Tak dapat cendol ke Bukan lah setan cuaca sekarang nih panas.	0	1	0	0	0	0	0	0	0	0	0	0
Pemberitaan saracen diframing katak seakan tim prabowo dan aniessandi. sebenarnya itu media menumpahkan sakit hati katak dan cebong. Ehe	1	1	0	1	0	0	0	0	1	0	1	0
Giat bhayangkara pembina keamanan dan ketertiban masyarakat brigadir polisi manajemen berbasis sekolah Sihombing pada hari ini, Rabu 11 April 2018 melaksanakan sambang desa dan tatap muka sekaligus memantau keamanan dan ketertiban masyarakat menuju pilihan kepala daerah 2018 di Desa Lobusiregar I, tepatnya di rumah Rudi Panjaitan, Helman Siahaan dan Hotman Siahaan	0	0	0	0	0	0	0	0	0	0	0	0
